Codigo,Espacialidades,IDHM_2010,IDHM_Renda_2010,IDHM_Longevidade_2010,IDHM_Educacao_2010
3160959,São Domingos das Dores,"0,638","0,602","0,8","0,539"
1507151,São Domingos do Araguaia,"0,594","0,629","0,738","0,451"
2110658,São Domingos do Azeitão,"0,59","0,576","0,732","0,486"
1507201,São Domingos do Capim,"0,532","0,509","0,773","0,382"
2513943,São Domingos do Cariri,"0,589","0,603","0,773","0,438"
2110708,São Domingos do Maranhão,"0,582","0,549","0,713","0,504"
3204658,São Domingos do Norte,"0,682","0,679","0,811","0,575"
3161007,São Domingos do Prata,"0,69","0,674","0,823","0,593"
4318051,São Domingos do Sul,"0,763","0,78","0,839","0,68"
2929107,São Felipe,"0,616","0,565","0,787","0,525"
1101484,São Felipe D'Oeste,"0,649","0,615","0,78","0,571"
2929008,São Félix,"0,639","0,582","0,769","0,583"
2110807,São Félix de Balsas,"0,557","0,517","0,778","0,43"
3161056,São Félix de Minas,"0,62","0,589","0,795","0,51"
5107859,São Félix do Araguaia,"0,668","0,652","0,848","0,538"
2929057,São Félix do Coribe,"0,639","0,601","0,784","0,555"
2209609,São Félix do Piauí,"0,61","0,587","0,742","0,52"
1720150,São Félix do Tocantins,"0,574","0,55","0,771","0,446"
1507300,São Félix do Xingu,"0,594","0,638","0,798","0,411"
2411809,São Fernando,"0,608","0,591","0,75","0,508"
3304805,São Fidélis,"0,691","0,685","0,787","0,611"
2513984,São Francisco,"0,58","0,56","0,726","0,481"
2806909,São Francisco,"0,587","0,564","0,732","0,49"
3161106,São Francisco,"0,638","0,595","0,804","0,542"
3549003,São Francisco,"0,723","0,705","0,814","0,658"
4318101,São Francisco de Assis,"0,675","0,681","0,818","0,552"
2209658,São Francisco de Assis do Piauí,"0,485","0,462","0,734","0,336"
5219902,São Francisco de Goiás,"0,651","0,658","0,825","0,509"
3304755,São Francisco de Itabapoana,"0,639","0,618","0,791","0,533"
3161205,São Francisco de Paula,"0,66","0,66","0,812","0,537"
4318200,São Francisco de Paula,"0,685","0,701","0,86","0,534"
3161304,São Francisco de Sales,"0,688","0,711","0,867","0,528"
2110856,São Francisco do Brejão,"0,584","0,556","0,748","0,479"
2929206,São Francisco do Conde,"0,674","0,641","0,812","0,587"
3161403,São Francisco do Glória,"0,663","0,647","0,833","0,541"
1101492,São Francisco do Guaporé,"0,611","0,657","0,751","0,462"
2110906,São Francisco do Maranhão,"0,528","0,503","0,733","0,4"
2411908,São Francisco do Oeste,"0,628","0,581","0,779","0,547"
1507409,São Francisco do Pará,"0,608","0,571","0,785","0,502"
2209708,São Francisco do Piauí,"0,57","0,557","0,744","0,448"
4216206,São Francisco do Sul,"0,762","0,74","0,856","0,699"
2929255,São Gabriel,"0,592","0,55","0,704","0,537"
4318309,São Gabriel,"0,699","0,711","0,822","0,585"
1303809,São Gabriel da Cachoeira,"0,609","0,61","0,777","0,476"
3204708,São Gabriel da Palha,"0,709","0,739","0,835","0,578"
5007695,São Gabriel do Oeste,"0,729","0,751","0,85","0,608"
3161502,São Geraldo,"0,651","0,656","0,831","0,507"
3161601,São Geraldo da Piedade,"0,6","0,625","0,774","0,447"
1507458,São Geraldo do Araguaia,"0,595","0,594","0,793","0,447"
3161650,São Geraldo do Baixio,"0,63","0,631","0,824","0,482"
3304904,São Gonçalo,"0,739","0,711","0,833","0,681"
3161700,São Gonçalo do Abaeté,"0,67","0,665","0,796","0,568"
2312403,São Gonçalo do Amarante,"0,665","0,587","0,775","0,646"
2412005,São Gonçalo do Amarante,"0,661","0,619","0,829","0,564"
2209757,São Gonçalo do Gurguéia,"0,56","0,572","0,701","0,438"
3161809,São Gonçalo do Pará,"0,689","0,682","0,842","0,57"
2209807,São Gonçalo do Piauí,"0,616","0,538","0,739","0,588"
3161908,São Gonçalo do Rio Abaixo,"0,667","0,658","0,792","0,569"
3125507,São Gonçalo do Rio Preto,"0,64","0,593","0,815","0,542"
3162005,São Gonçalo do Sapucaí,"0,715","0,706","0,85","0,609"
2929305,São Gonçalo dos Campos,"0,627","0,636","0,752","0,516"
3162104,São Gotardo,"0,736","0,739","0,855","0,632"
4318408,São Jerônimo,"0,696","0,734","0,822","0,56"
4124707,São Jerônimo da Serra,"0,637","0,626","0,822","0,503"
2613206,São João,"0,57","0,565","0,768","0,426"
4124806,São João,"0,727","0,695","0,838","0,66"
2111003,São João Batista,"0,598","0,493","0,752","0,577"
4216305,São João Batista,"0,74","0,739","0,865","0,634"
3162203,São João Batista do Glória,"0,724","0,713","0,845","0,631"
1400506,São João da Baliza,"0,655","0,614","0,78","0,587"
3305000,São João da Barra,"0,671","0,686","0,8","0,551"
3549102,São João da Boa Vista,"0,797","0,776","0,871","0,749"
2209856,São João da Canabrava,"0,559","0,539","0,726","0,446"
2209872,São João da Fronteira,"0,515","0,516","0,753","0,351"
3162252,São João da Lagoa,"0,634","0,575","0,813","0,546"
5220009,São João D'Aliança,"0,685","0,65","0,812","0,609"
3162302,São João da Mata,"0,653","0,676","0,822","0,501"
5220058,São João da Paraúna,"0,724","0,699","0,818","0,664"
1507466,São João da Ponta,"0,583","0,522","0,767","0,495"
3162401,São João da Ponte,"0,569","0,559","0,786","0,419"
3549201,São João das Duas Pontes,"0,72","0,675","0,806","0,686"
2209906,São João da Serra,"0,582","0,545","0,757","0,478"
3162450,São João das Missões,"0,529","0,502","0,776","0,381"
4318424,São João da Urtiga,"0,694","0,702","0,828","0,575"
2209955,São João da Varjota,"0,559","0,536","0,708","0,46"
3549250,São João de Iracema,"0,748","0,682","0,833","0,738"
3162500,São João Del Rei,"0,758","0,733","0,86","0,69"
3305109,São João de Meriti,"0,719","0,693","0,831","0,646"
1507474,São João de Pirabas,"0,539","0,529","0,753","0,393"
1507508,São João do Araguaia,"0,55","0,53","0,741","0,424"
2209971,São João do Arraial,"0,523","0,496","0,72","0,401"
4124905,São João do Caiuá,"0,664","0,678","0,785","0,551"
2514008,São João do Cariri,"0,622","0,618","0,797","0,488"
2111029,São João do Carú,"0,509","0,487","0,684","0,397"
4216354,São João do Itaperiú,"0,738","0,714","0,873","0,645"
4125001,São João do Ivaí,"0,693","0,677","0,803","0,611"
2312502,São João do Jaguaribe,"0,654","0,62","0,784","0,576"
3162559,São João do Manhuaçu,"0,65","0,659","0,836","0,498"
3162575,São João do Manteninha,"0,64","0,623","0,805","0,522"
4216255,São João do Oeste,"0,761","0,756","0,873","0,668"
3162609,São João do Oriente,"0,648","0,631","0,805","0,536"
3162658,São João do Pacuí,"0,625","0,606","0,798","0,504"
2111052,São João do Paraíso,"0,609","0,554","0,753","0,542"
3162708,São João do Paraíso,"0,615","0,583","0,808","0,493"
3549300,São João do Pau D'Alho,"0,75","0,714","0,854","0,692"
2210003,São João do Piauí,"0,645","0,615","0,769","0,567"
4318432,São João do Polêsine,"0,748","0,748","0,847","0,661"
2500700,São João do Rio do Peixe,"0,608","0,586","0,782","0,49"
2412104,São João do Sabugi,"0,655","0,62","0,779","0,581"
2111078,São João do Soter,"0,517","0,486","0,711","0,401"
2111102,São João dos Patos,"0,615","0,613","0,726","0,522"
4216404,São João do Sul,"0,695","0,682","0,84","0,587"
2514107,São João do Tigre,"0,552","0,523","0,758","0,424"
4125100,São João do Triunfo,"0,629","0,655","0,801","0,475"
3162807,São João Evangelista,"0,638","0,62","0,806","0,52"
3162906,São João Nepomuceno,"0,708","0,696","0,85","0,6"
4216503,São Joaquim,"0,687","0,705","0,817","0,562"
3549409,São Joaquim da Barra,"0,762","0,74","0,847","0,706"
3162922,São Joaquim de Bicas,"0,662","0,664","0,844","0,518"
2613305,São Joaquim do Monte,"0,537","0,549","0,741","0,381"
4318440,São Jorge,"0,732","0,75","0,846","0,617"
4125209,São Jorge D'Oeste,"0,722","0,705","0,813","0,656"
4125308,São Jorge do Ivaí,"0,743","0,727","0,81","0,696"
4125357,São Jorge do Patrocínio,"0,676","0,702","0,81","0,543"
4216602,São José,"0,809","0,799","0,88","0,752"
3162948,São José da Barra,"0,739","0,722","0,876","0,637"
3549508,São José da Bela Vista,"0,693","0,679","0,844","0,58"
4125407,São José da Boa Vista,"0,671","0,651","0,781","0,594"
2613404,São José da Coroa Grande,"0,608","0,585","0,736","0,522"
2514206,São José da Lagoa Tapada,"0,53","0,53","0,722","0,389"
2708303,São José da Laje,"0,573","0,574","0,755","0,434"
3162955,São José da Lapa,"0,729","0,677","0,844","0,679"
3163003,São José da Safira,"0,583","0,6","0,765","0,432"
4318457,São José das Missões,"0,651","0,652","0,782","0,542"
4125456,São José das Palmeiras,"0,713","0,686","0,844","0,627"
2708402,São José da Tapera,"0,527","0,508","0,703","0,409"
3163102,São José da Varginha,"0,704","0,682","0,857","0,597"
2929354,São José da Vitória,"0,546","0,553","0,686","0,429"
2514305,São José de Caiana,"0,565","0,545","0,762","0,434"
2514404,São José de Espinharas,"0,577","0,543","0,79","0,448"
2412203,São José de Mipibu,"0,611","0,599","0,748","0,508"
2514503,São José de Piranhas,"0,591","0,594","0,755","0,461"
2514552,São José de Princesa,"0,565","0,533","0,765","0,443"
2111201,São José de Ribamar,"0,708","0,642","0,79","0,7"
3305133,São José de Ubá,"0,652","0,633","0,798","0,548"
3163201,São José do Alegre,"0,717","0,676","0,837","0,652"
3549607,São José do Barreiro,"0,684","0,666","0,813","0,591"
2613503,São José do Belmonte,"0,61","0,569","0,769","0,52"
2514602,São José do Bonfim,"0,578","0,549","0,713","0,493"
2514651,São José do Brejo do Cruz,"0,581","0,535","0,776","0,473"
3204807,São José do Calçado,"0,688","0,669","0,814","0,599"
2412302,São José do Campestre,"0,615","0,564","0,789","0,522"
4216701,São José do Cedro,"0,731","0,753","0,83","0,625"
4216800,São José do Cerrito,"0,636","0,618","0,827","0,503"
2210052,São José do Divino,"0,565","0,529","0,775","0,44"
3163300,São José do Divino,"0,658","0,627","0,778","0,583"
2613602,São José do Egito,"0,635","0,602","0,769","0,554"
3163409,São José do Goiabal,"0,666","0,657","0,814","0,553"
4318465,São José do Herval,"0,717","0,701","0,847","0,622"
4318481,São José do Hortêncio,"0,707","0,717","0,824","0,597"
4318499,São José do Inhacorá,"0,747","0,723","0,822","0,702"
2929370,São José do Jacuípe,"0,552","0,555","0,726","0,417"
3163508,São José do Jacuri,"0,566","0,582","0,749","0,417"
3163607,São José do Mantimento,"0,657","0,612","0,823","0,562"
4318507,São José do Norte,"0,623","0,663","0,792","0,461"
4318606,São José do Ouro,"0,755","0,759","0,846","0,669"
2210102,São José do Peixe,"0,573","0,548","0,766","0,449"
2210201,São José do Piauí,"0,552","0,569","0,7","0,423"
5107297,São José do Povo,"0,661","0,63","0,793","0,577"
5107305,São José do Rio Claro,"0,682","0,689","0,841","0,548"
3549706,São José do Rio Pardo,"0,774","0,744","0,868","0,717"
3549805,São José do Rio Preto,"0,797","0,801","0,846","0,748"
2514701,São José do Sabugi,"0,617","0,584","0,781","0,514"
4318622,São José dos Ausentes,"0,663","0,674","0,801","0,541"
2111250,São José dos Basílios,"0,557","0,501","0,719","0,48"
3549904,São José dos Campos,"0,807","0,804","0,855","0,764"
2514800,São José dos Cordeiros,"0,556","0,542","0,778","0,407"
2412401,São José do Seridó,"0,694","0,634","0,815","0,647"
4125506,São José dos Pinhais,"0,758","0,749","0,859","0,678"
5107107,São José dos Quatro Marcos,"0,719","0,707","0,816","0,643"
2514453,São José dos Ramos,"0,541","0,527","0,738","0,406"
4318614,São José do Sul,"0,725","0,774","0,836","0,59"
3305158,São José do Vale do Rio Preto,"0,66","0,67","0,806","0,533"
5107354,São José do Xingu,"0,657","0,703","0,828","0,487"
2210300,São Julião,"0,594","0,593","0,775","0,455"
4318705,São Leopoldo,"0,739","0,766","0,861","0,612"
3163706,São Lourenço,"0,759","0,746","0,871","0,673"
2613701,São Lourenço da Mata,"0,653","0,614","0,793","0,571"
3549953,São Lourenço da Serra,"0,728","0,704","0,823","0,666"
4216909,São Lourenço do Oeste,"0,749","0,748","0,807","0,695"
2210359,São Lourenço do Piauí,"0,595","0,56","0,753","0,499"
4318804,São Lourenço do Sul,"0,687","0,722","0,849","0,528"
4217006,São Ludgero,"0,755","0,756","0,834","0,683"
2111300,São Luís,"0,768","0,741","0,813","0,752"
5220108,São Luís de Montes Belos,"0,731","0,721","0,809","0,67"
2312601,São Luís do Curu,"0,62","0,558","0,719","0,593"
3550001,São Luís do Paraitinga,"0,697","0,691","0,826","0,593"
2210375,São Luis do Piauí,"0,554","0,52","0,757","0,433"
2708501,São Luís do Quitunde,"0,536","0,55","0,701","0,4"
2111409,São Luís Gonzaga do Maranhão,"0,54","0,503","0,716","0,438"
1400605,São Luiz,"0,649","0,605","0,788","0,574"
5220157,São Luíz do Norte,"0,669","0,643","0,801","0,581"
4318903,São Luiz Gonzaga,"0,741","0,718","0,855","0,664"
2514909,São Mamede,"0,641","0,617","0,765","0,558"
4125555,São Manoel do Paraná,"0,725","0,721","0,825","0,64"
3550100,São Manuel,"0,744","0,735","0,805","0,695"
4319000,São Marcos,"0,768","0,775","0,855","0,683"
4217105,São Martinho,"0,742","0,754","0,83","0,654"
4319109,São Martinho,"0,726","0,734","0,83","0,628"
4319125,São Martinho da Serra,"0,652","0,659","0,848","0,496"
3204906,São Mateus,"0,735","0,719","0,843","0,655"
2111508,São Mateus do Maranhão,"0,616","0,627","0,723","0,515"
4125605,São Mateus do Sul,"0,719","0,711","0,838","0,623"
2412500,São Miguel,"0,606","0,574","0,747","0,518"
3550209,São Miguel Arcanjo,"0,71","0,708","0,799","0,633"
2210383,São Miguel da Baixa Grande,"0,563","0,557","0,774","0,413"
4217154,São Miguel da Boa Vista,"0,71","0,733","0,795","0,615"
2929404,São Miguel das Matas,"0,593","0,568","0,783","0,468"
4319158,São Miguel das Missões,"0,667","0,674","0,821","0,537"
2515005,São Miguel de Taipu,"0,548","0,516","0,721","0,443"
2807006,São Miguel do Aleixo,"0,567","0,571","0,753","0,424"
3163805,São Miguel do Anta,"0,644","0,616","0,828","0,523"
5220207,São Miguel do Araguaia,"0,664","0,667","0,818","0,536"
2210391,São Miguel do Fidalgo,"0,535","0,505","0,747","0,407"
2412559,São Miguel do Gostoso,"0,591","0,558","0,79","0,468"
1507607,São Miguel do Guamá,"0,591","0,582","0,752","0,471"
1100320,São Miguel do Guaporé,"0,646","0,644","0,781","0,537"
4125704,São Miguel do Iguaçu,"0,704","0,726","0,818","0,588"
4217204,São Miguel do Oeste,"0,801","0,787","0,884","0,739"
5220264,São Miguel do Passa Quatro,"0,697","0,681","0,802","0,619"
2708600,São Miguel dos Campos,"0,623","0,612","0,77","0,514"
2708709,São Miguel dos Milagres,"0,591","0,545","0,752","0,504"
2210409,São Miguel do Tapuio,"0,556","0,508","0,78","0,434"
1720200,São Miguel do Tocantins,"0,623","0,582","0,762","0,544"
4319208,São Nicolau,"0,645","0,658","0,778","0,523"
5220280,São Patrício,"0,693","0,668","0,833","0,597"
3550308,São Paulo,"0,805","0,843","0,855","0,725"
4319307,São Paulo das Missões,"0,692","0,688","0,825","0,584"
1303908,São Paulo de Olivença,"0,521","0,471","0,78","0,386"
2412609,São Paulo do Potengi,"0,622","0,584","0,744","0,555"
2412708,São Pedro,"0,589","0,574","0,794","0,449"
3550407,São Pedro,"0,755","0,741","0,863","0,674"
2111532,São Pedro da Água Branca,"0,605","0,577","0,735","0,523"
3305208,São Pedro da Aldeia,"0,712","0,721","0,801","0,626"
5107404,São Pedro da Cipa,"0,66","0,654","0,79","0,556"
4319356,São Pedro da Serra,"0,739","0,748","0,851","0,634"
4319364,São Pedro das Missões,"0,664","0,644","0,804","0,566"
3163904,São Pedro da União,"0,674","0,68","0,836","0,539"
4217253,São Pedro de Alcântara,"0,734","0,757","0,846","0,618"
4319372,São Pedro do Butiá,"0,763","0,76","0,843","0,694"
4125753,São Pedro do Iguaçu,"0,683","0,687","0,798","0,581"
4125803,São Pedro do Ivaí,"0,717","0,702","0,836","0,627"
4125902,São Pedro do Paraná,"0,704","0,678","0,836","0,616"
2210508,São Pedro do Piauí,"0,595","0,553","0,776","0,492"
2111573,São Pedro dos Crentes,"0,6","0,558","0,738","0,524"
3164001,São Pedro dos Ferros,"0,659","0,631","0,789","0,576"
3164100,São Pedro do Suaçuí,"0,622","0,611","0,785","0,501"
4319406,São Pedro do Sul,"0,709","0,698","0,824","0,619"
3550506,São Pedro do Turvo,"0,703","0,661","0,826","0,636"
2412807,São Rafael,"0,611","0,588","0,787","0,493"
2111607,São Raimundo das Mangabeiras,"0,61","0,583","0,749","0,521"
2111631,São Raimundo do Doca Bezerra,"0,516","0,478","0,7","0,41"
2210607,São Raimundo Nonato,"0,661","0,631","0,779","0,587"
2111672,São Roberto,"0,516","0,475","0,738","0,391"
3164209,São Romão,"0,64","0,586","0,787","0,568"
3550605,São Roque,"0,768","0,765","0,863","0,687"
3164308,São Roque de Minas,"0,672","0,699","0,838","0,517"
3204955,São Roque do Canaã,"0,7","0,686","0,803","0,623"
1720259,São Salvador do Tocantins,"0,605","0,592","0,794","0,471"
2708808,São Sebastião,"0,549","0,537","0,714","0,432"
3550704,São Sebastião,"0,772","0,747","0,875","0,703"
4126009,São Sebastião da Amoreira,"0,715","0,689","0,814","0,651"
3164407,São Sebastião da Bela Vista,"0,692","0,687","0,848","0,569"
1507706,São Sebastião da Boa Vista,"0,558","0,52","0,76","0,439"
3550803,São Sebastião da Grama,"0,701","0,689","0,82","0,609"
3164431,São Sebastião da Vargem Alegre,"0,66","0,631","0,827","0,552"
2515104,São Sebastião de Lagoa de Roça,"0,594","0,561","0,795","0,471"
3305307,São Sebastião do Alto,"0,646","0,638","0,789","0,536"
3164472,São Sebastião do Anta,"0,607","0,597","0,766","0,49"
4319505,São Sebastião do Caí,"0,739","0,734","0,852","0,646"
3164506,São Sebastião do Maranhão,"0,581","0,564","0,816","0,427"
3164605,São Sebastião do Oeste,"0,626","0,678","0,832","0,434"
3164704,São Sebastião do Paraíso,"0,722","0,735","0,836","0,613"
2929503,São Sebastião do Passé,"0,657","0,633","0,812","0,551"
3164803,São Sebastião do Rio Preto,"0,632","0,662","0,809","0,472"
3164902,São Sebastião do Rio Verde,"0,676","0,645","0,845","0,568"
1720309,São Sebastião do Tocantins,"0,573","0,516","0,748","0,487"
1303957,São Sebastião do Uatumã,"0,577","0,561","0,739","0,464"
2515203,São Sebastião do Umbuzeiro,"0,581","0,561","0,763","0,459"
4319604,São Sepé,"0,708","0,708","0,871","0,576"
3550902,São Simão,"0,766","0,732","0,852","0,722"
5220405,São Simão,"0,72","0,756","0,825","0,599"
3165206,São Thomé das Letras,"0,667","0,64","0,801","0,578"
3165008,São Tiago,"0,662","0,66","0,825","0,533"
3165107,São Tomás de Aquino,"0,7","0,692","0,874","0,568"
2412906,São Tomé,"0,585","0,565","0,77","0,461"
4126108,São Tomé,"0,725","0,707","0,816","0,66"
4319703,São Valentim,"0,72","0,745","0,82","0,612"
4319711,São Valentim do Sul,"0,764","0,776","0,848","0,677"
1720499,São Valério,"0,643","0,605","0,814","0,539"
4319737,São Valério do Sul,"0,642","0,674","0,816","0,48"
4319752,São Vendelino,"0,754","0,743","0,852","0,677"
2413003,São Vicente,"0,642","0,606","0,787","0,556"
3551009,São Vicente,"0,768","0,738","0,857","0,716"
3165305,São Vicente de Minas,"0,715","0,673","0,845","0,644"
4319802,São Vicente do Sul,"0,685","0,698","0,831","0,553"
2111706,São Vicente Ferrer,"0,592","0,504","0,762","0,541"
2613800,São Vicente Ferrer,"0,549","0,558","0,715","0,414"
2515302,Sapé,"0,569","0,563","0,711","0,461"
2929602,Sapeaçu,"0,614","0,602","0,735","0,522"
5107875,Sapezal,"0,732","0,758","0,836","0,62"
4319901,Sapiranga,"0,711","0,722","0,832","0,598"
4126207,Sapopema,"0,655","0,695","0,795","0,509"
1507755,Sapucaia,"0,59","0,639","0,792","0,405"
3305406,Sapucaia,"0,675","0,682","0,804","0,561"
4320008,Sapucaia do Sul,"0,726","0,726","0,844","0,624"
3165404,Sapucaí-Mirim,"0,68","0,664","0,842","0,563"
3305505,Saquarema,"0,709","0,714","0,804","0,621"
4126256,Sarandi,"0,695","0,681","0,85","0,579"
4320107,Sarandi,"0,777","0,776","0,858","0,705"
3551108,Sarapuí,"0,707","0,699","0,814","0,621"
3165503,Sardoá,"0,636","0,594","0,812","0,533"
3551207,Sarutaiá,"0,688","0,679","0,794","0,603"
3165537,Sarzedo,"0,734","0,706","0,871","0,643"
2929701,Sátiro Dias,"0,527","0,524","0,736","0,379"
2708907,Satuba,"0,66","0,619","0,794","0,585"
2111722,Satubinha,"0,493","0,45","0,72","0,369"
2929750,Saubara,"0,617","0,563","0,738","0,565"
4126272,Saudade do Iguaçu,"0,699","0,695","0,803","0,611"
4217303,Saudades,"0,755","0,723","0,85","0,7"
2929800,Saúde,"0,549","0,546","0,685","0,442"
4217402,Schroeder,"0,769","0,75","0,855","0,71"
2929909,Seabra,"0,635","0,588","0,761","0,572"
4217501,Seara,"0,779","0,804","0,872","0,674"
3551306,Sebastianópolis do Sul,"0,773","0,748","0,835","0,74"
2210623,Sebastião Barros,"0,536","0,508","0,77","0,394"
2930006,Sebastião Laranjeiras,"0,615","0,569","0,777","0,527"
2210631,Sebastião Leal,"0,562","0,516","0,736","0,467"
4320206,Seberi,"0,723","0,706","0,865","0,62"
4320230,Sede Nova,"0,712","0,751","0,886","0,543"
4320263,Segredo,"0,659","0,673","0,811","0,525"
4320305,Selbach,"0,777","0,785","0,841","0,71"
5007802,Selvíria,"0,682","0,668","0,825","0,576"
3165560,Sem-Peixe,"0,654","0,623","0,826","0,543"
2111748,Senador Alexandre Costa,"0,538","0,52","0,689","0,435"
3165578,Senador Amaral,"0,661","0,623","0,821","0,564"
5220454,Senador Canedo,"0,701","0,676","0,827","0,617"
3165602,Senador Cortes,"0,674","0,689","0,834","0,534"
2413102,Senador Elói de Souza,"0,583","0,523","0,752","0,504"
3165701,Senador Firmino,"0,644","0,639","0,829","0,505"
2413201,Senador Georgino Avelino,"0,57","0,543","0,748","0,455"
1200450,Senador Guiomard,"0,64","0,649","0,786","0,513"
3165800,Senador José Bento,"0,684","0,663","0,824","0,585"
1507805,Senador José Porfírio,"0,514","0,533","0,754","0,338"
2111763,Senador La Rocque,"0,602","0,57","0,743","0,515"
3165909,Senador Modestino Gonçalves,"0,62","0,566","0,782","0,539"
2312700,Senador Pompeu,"0,619","0,574","0,77","0,537"
2708956,Senador Rui Palmeira,"0,518","0,481","0,728","0,398"
2312809,Senador Sá,"0,603","0,528","0,735","0,565"
4320321,Senador Salgado Filho,"0,693","0,701","0,817","0,581"
1200500,Sena Madureira,"0,603","0,593","0,81","0,456"
4126306,Sengés,"0,663","0,658","0,811","0,546"
3166006,Senhora de Oliveira,"0,631","0,603","0,801","0,521"
3166105,Senhora do Porto,"0,565","0,595","0,802","0,378"
3166204,Senhora dos Remédios,"0,626","0,578","0,776","0,548"
2930105,Senhor do Bonfim,"0,666","0,638","0,773","0,599"
4320354,Sentinela do Sul,"0,671","0,671","0,826","0,545"
2930204,Sento Sé,"0,585","0,535","0,778","0,48"
4320404,Serafina Corrêa,"0,76","0,755","0,843","0,69"
3166303,Sericita,"0,56","0,602","0,776","0,375"
2515401,Seridó,"0,555","0,528","0,714","0,453"
1101500,Seringueiras,"0,598","0,644","0,779","0,427"
4320453,Sério,"0,652","0,695","0,847","0,471"
3166402,Seritinga,"0,66","0,657","0,853","0,512"
3305554,Seropédica,"0,713","0,695","0,805","0,648"
3205002,Serra,"0,739","0,72","0,844","0,664"
4217550,Serra Alta,"0,773","0,758","0,879","0,694"
3551405,Serra Azul,"0,686","0,697","0,81","0,572"
3166501,Serra Azul de Minas,"0,557","0,537","0,809","0,398"
2515500,Serra Branca,"0,628","0,598","0,77","0,537"
2515609,Serra da Raiz,"0,626","0,57","0,792","0,544"
3166600,Serra da Saudade,"0,677","0,663","0,863","0,542"
2413300,Serra de São Bento,"0,582","0,551","0,741","0,482"
2413359,Serra do Mel,"0,614","0,574","0,773","0,521"
1600055,Serra do Navio,"0,709","0,659","0,783","0,692"
2930154,Serra do Ramalho,"0,595","0,53","0,775","0,512"
3166709,Serra dos Aimorés,"0,651","0,653","0,784","0,539"
3166808,Serra do Salitre,"0,696","0,722","0,852","0,549"
2930303,Serra Dourada,"0,608","0,539","0,775","0,537"
2515708,Serra Grande,"0,586","0,549","0,745","0,491"
3551504,Serrana,"0,729","0,713","0,835","0,65"
3551603,Serra Negra,"0,767","0,764","0,873","0,676"
2413409,Serra Negra do Norte,"0,597","0,578","0,787","0,468"
3166907,Serrania,"0,677","0,655","0,833","0,569"
2111789,Serrano do Maranhão,"0,519","0,44","0,735","0,433"
5220504,Serranópolis,"0,681","0,713","0,804","0,551"
3166956,Serranópolis de Minas,"0,633","0,608","0,773","0,539"
4126355,Serranópolis do Iguaçu,"0,762","0,778","0,859","0,662"
3167004,Serranos,"0,643","0,638","0,834","0,499"
5107883,Serra Nova Dourada,"0,664","0,638","0,819","0,56"
2930402,Serra Preta,"0,566","0,541","0,732","0,459"
2515807,Serra Redonda,"0,57","0,565","0,772","0,424"
2515906,Serraria,"0,547","0,536","0,779","0,392"
2613909,Serra Talhada,"0,661","0,632","0,8","0,571"
2413508,Serrinha,"0,592","0,547","0,757","0,502"
2930501,Serrinha,"0,634","0,615","0,778","0,532"
2413557,Serrinha dos Pintos,"0,598","0,555","0,782","0,492"
2614006,Serrita,"0,595","0,542","0,76","0,512"
3167103,Serro,"0,656","0,65","0,834","0,52"
2930600,Serrolândia,"0,59","0,56","0,721","0,508"
4126405,Sertaneja,"0,725","0,724","0,809","0,651"
2614105,Sertânia,"0,613","0,601","0,752","0,51"
4126504,Sertanópolis,"0,723","0,719","0,804","0,655"
4320503,Sertão,"0,751","0,746","0,837","0,678"
4320552,Sertão Santana,"0,689","0,737","0,832","0,534"
2515930,Sertãozinho,"0,621","0,554","0,769","0,561"
3551702,Sertãozinho,"0,761","0,768","0,855","0,672"
3551801,Sete Barras,"0,673","0,651","0,832","0,562"
4320578,Sete de Setembro,"0,683","0,682","0,81","0,577"
3167202,Sete Lagoas,"0,76","0,742","0,84","0,705"
5007703,Sete Quedas,"0,614","0,66","0,778","0,45"
3165552,Setubinha,"0,542","0,536","0,743","0,4"
4320602,Severiano de Almeida,"0,752","0,738","0,861","0,67"
2413607,Severiano Melo,"0,604","0,579","0,728","0,522"
3551900,Severínia,"0,715","0,709","0,807","0,638"
4217600,Siderópolis,"0,774","0,751","0,88","0,701"
5007901,Sidrolândia,"0,686","0,694","0,829","0,561"
2210656,Sigefredo Pacheco,"0,581","0,518","0,764","0,496"
3305604,Silva Jardim,"0,654","0,657","0,793","0,536"
5220603,Silvânia,"0,709","0,721","0,814","0,606"
1720655,Silvanópolis,"0,675","0,638","0,814","0,592"
4320651,Silveira Martins,"0,742","0,744","0,852","0,644"
3167301,Silveirânia,"0,652","0,645","0,841","0,511"
3552007,Silveiras,"0,678","0,657","0,812","0,584"
1304005,Silves,"0,632","0,546","0,791","0,584"
3167400,Silvianópolis,"0,699","0,706","0,865","0,559"
2807105,Simão Dias,"0,604","0,579","0,775","0,492"
3167509,Simão Pereira,"0,638","0,645","0,843","0,478"
2210706,Simões,"0,575","0,56","0,771","0,44"
2930709,Simões Filho,"0,675","0,641","0,813","0,591"
5220686,Simolândia,"0,645","0,595","0,826","0,546"
3167608,Simonésia,"0,632","0,622","0,823","0,493"
2210805,Simplício Mendes,"0,627","0,613","0,767","0,525"
4320677,Sinimbu,"0,631","0,697","0,792","0,456"
5107909,Sinop,"0,754","0,755","0,832","0,682"
4126603,Siqueira Campos,"0,704","0,708","0,839","0,588"
2614204,Sirinhaém,"0,597","0,568","0,763","0,492"
2807204,Siriri,"0,609","0,565","0,74","0,541"
